State,County,Date Detected,HPAI Strain,Type of Wild Bird,Sampling Source
Minnesota,Stevens,4/29/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Vermont,Washington,4/26/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Michigan,Hillsdale,4/1/2022,EA/AM H5N1,Trumpeter swan,Wild bird mortality Michigan DNR
Michigan,Crawford,3/30/2022,EA H5,Barred owl,Wild bird mortality Michigan DNR
Michigan,Otsego,3/30/2022,EA H5,Barred owl,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Redhead duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Redhead duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,American wigeon,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Ring-necked duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Redhead duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Redhead duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Redhead duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Ring-necked duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Ring-necked duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Ring-necked duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Ring-necked duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Wood duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Wood duck,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Mallard,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/30/2022,EA H5,Hooded merganser,Wild bird mortality Michigan DNR
Michigan,Clinton,4/12/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Kent,4/12/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Florida,Sumter,4/26/2022,EA H5,Black vulture,Wild bird mortality FFWCC
Florida,Sumter,4/26/2022,EA H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Brevard,4/26/2022,EA H5N1,Black vulture,Wild bird mortality 
Michigan,Presque Isle,4/26/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Antrim,4/26/2022,EA H5N1,Hooded merganser,Wild bird mortality Michigan DNR
Michigan,Tuscola,4/26/2022,EA H5N1,Snowy owl,Wild bird mortality Michigan DNR
Michigan,Oakland,4/26/2022,EA H5N1,Herring gull,Wild bird mortality Michigan DNR
Michigan,Oakland,4/26/2022,EA H5N1,Great horned owl,Wild bird mortality Michigan DNR
Michigan,Oakland,4/26/2022,EA H5N1,Great horned owl,Wild bird mortality Michigan DNR
Michigan,Iosco,4/26/2022,EA H5N1,Wood duck,Wild bird mortality Michigan DNR
North Dakota,Stutsman,5/3/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Burleigh,5/3/2022,EA H5N1,Sandhill crane,Wild bird mortality NWDP
North Dakota,Burleigh,5/3/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
North Dakota,LaMoure,5/3/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
North Dakota,Dickey,5/3/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
North Dakota,LaMoure,5/3/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Dickey,5/3/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Williams,5/3/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Ramsey,5/3/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
North Dakota,Benson,5/3/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Benson,5/3/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Benson,5/3/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Benson,5/3/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Benson,5/3/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Stutsman,5/3/2022,EA H5N1,American robin,Wild bird mortality NWDP
North Dakota,Ramsey,5/3/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Cass,5/3/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
North Dakota,Towner,5/3/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,5/3/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,5/3/2022,EA H5N1,Cooper's hawk,Wild bird mortality NWDP
North Dakota,Towner,5/3/2022,EA H5N1,Rough-legged hawk,Wild bird mortality NWDP
North Dakota,Stutsman,5/3/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Stutsman,5/3/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Divide,5/3/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Divide,5/3/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Divide,5/3/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Burleigh,5/3/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
North Dakota,Mercer,5/3/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,LaMoure,5/3/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
North Dakota,LaMoure,5/3/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Wisconsin,St Croix,5/4/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Wisconsin,Pepin,5/4/2022,EA H5N1,Cooper's hawk,Wild bird mortality NWDP
Wisconsin,St Croix,5/4/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Milwaukee,5/4/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Milwaukee,5/4/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
Wisconsin,Portage,5/4/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Milwaukee,5/4/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Wisconsin,Walworth,5/4/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Dane,5/4/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Wisconsin,Sheboygan,5/4/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wyoming,Albany,5/4/2022,EA/AM H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Fremont,5/3/2022,EA H5,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Fremont,5/3/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality WY Game and Fish Department
Wyoming,Laramie,5/3/2022,EA/AM H5N1,Owl (unidentified),Wild bird mortality WY Game and Fish Department
Wyoming,Carbon,5/2/2022,EA/AM H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Carbon,5/2/2022,EA/AM H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Maryland,Harford,5/2/2022,EA/AM H5N1,Black vulture,Wild bird mortality MD DNR/USGS (28)
South Dakota,Meade,5/2/2022,EA/AM H5N1,Pelican (unidentified),"Wild bird mortality SD Game, Fish, and Parks"
Wyoming,Park,5/2/2022,EA H5,Bald eagle,Wild bird mortality WY Game and Fish Department
Maryland,Harford,4/26/2022,EA/AM H5N1,Black vulture,Wild bird mortality MD Dept of Agriculture
Montana,Broadwater,5/2/2022,EA H5,American white pelican,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Pondera,5/2/2022,EA H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Beaverhead,5/2/2022,EA H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Fergus,5/2/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Pondera,5/2/2022,EA H5N1,Red-tailed hawk,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Madison,5/2/2022,EA H5N1,Red-tailed hawk,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Fergus,5/2/2022,EA H5,Common grackle,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,5/2/2022,EA H5N1,Turkey vulture,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Madison,5/2/2022,EA H5N1,Turkey vulture,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Park,5/2/2022,EA H5N1,Turkey vulture,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,5/2/2022,EA H5N1,Turkey vulture,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,5/2/2022,EA H5N1,Great blue heron,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Dawson,5/2/2022,EA H5N1,Red-tailed hawk,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,5/2/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Minnesota,Chisago,5/6/2022,EA/AM H5N1,Common loon,Wild bird mortality MN DNR
New York,Suffolk,4/8/2022,EA H5N1,Fish crow,Wild bird mortality NYSDEC (6)
New York,Monroe,4/8/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality NYSDEC (6)
New York,Onondaga,4/12/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
New York,Suffolk,4/12/2022,EA H5N1,Great horned owl,Wild bird mortality NYSDEC (6)
New York,Suffolk,4/12/2022,EA H5N1,Great horned owl,Wild bird mortality NYSDEC (6)
New York,Suffolk,4/12/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
New York,Suffolk,4/12/2022,EA H5N1,Great horned owl,Wild bird mortality NYSDEC (6)
New York,Suffolk,4/19/2022,EA/AM H5N1,Sanderling,Wild bird mortality NYSDEC (6)
New York,Clinton,4/19/2022,EA H5,Canada goose,Wild bird mortality NYSDEC (6)
New York,Livingston,4/20/2022,EA H5,Swan (unidentified),Wild bird mortality NYSDEC (6)
New York,Wayne,4/20/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality NYSDEC (6)
New York,Nassau,4/20/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality NYSDEC (6)
New York,Albany,5/2/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
New York,Saratoga,5/3/2022,EA H5,Bald eagle,Wild bird mortality NYSDEC (6)
Wyoming,Teton,5/5/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Teton,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird mortality WY Game and Fish Department
Wyoming,Sweetwater,5/5/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Albany,5/5/2022,EA H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Florida,Brevard,5/5/2022,EA/AM H5N1,Great horned owl,Wild bird mortality FFWCC
Florida,Brevard,5/5/2022,EA/AM H5N1,Bald eagle,Wild bird mortality FFWCC
Florida,Brevard,4/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Brevard,4/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Miami-Dade,4/12/2022,EA H5,Black vulture,Wild bird mortality FFWCC
Florida,Clay,4/12/2022,EA/AM H5N1,Canada goose,Wild bird mortality FFWCC
Florida,Clay,4/12/2022,EA/AM H5N1,Muscovy duck,Wild bird mortality FFWCC
Florida,Clay,4/12/2022,EA/AM H5N1,Muscovy duck,Wild bird mortality FFWCC
Florida,Clay,4/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Pasco,4/12/2022,EA/AM H5N1,Lesser scaup,Wild bird mortality FFWCC
Florida,Pasco,4/12/2022,EA/AM H5N1,Muscovy duck,Wild bird mortality FFWCC
New York,Clinton,4/8/2022,EA/AM H5N1,Canada goose, Wild bird mortality NYSDEC (6)
Michigan,Livingston,4/29/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Michgan DNR
Michigan,Roscommon,4/29/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Tuscola,4/29/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Chippewa,4/29/2022,EA H5N1,Canada goose,Wild bird mortality Michgan DNR
Michigan,Schoolcraft,4/29/2022,EA H5N1,Canada goose,Wild bird mortality Michgan DNR
Michigan,Iosco,4/29/2022,EA H5N1,Snowy owl,Wild bird mortality Michgan DNR
Florida,Collier,4/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Collier,4/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Montana,Gallatin,4/28/2022,EA H5,American white pelican,"Wild bird mortality MT Fish, Wildlife and Parks"
Wyoming,Sheridan,4/28/2022,EA H5N1,Red-tailed hawk,Wild bird mortality WY Game and Fish Department
Wyoming,Teton,4/28/2022,EA H5N1,Black-billed magpie,Wild bird mortality WY Game and Fish Department
Wyoming,Teton,4/28/2022,EA H5N1,Black-billed magpie,Wild bird mortality WY Game and Fish Department
Wyoming,Teton,4/28/2022,EA H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
New York,Wayne,4/28/2022,EA/AM H5N1,Bald eagle, Wild bird mortality NYSDEC (6)
Montana,Gallatin,4/28/2022,EA/AM H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Florida,Manatee,4/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Manatee,4/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
New York,Albany,4/28/2022,EA/AM H5N1,Great horned owl, Wild bird mortality NYSDEC (6)
New York,Yates,4/28/2022,EA/AM H5N1,Bald eagle, Wild bird mortality NYSDEC (6)
Florida,Hillsborough,4/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Hillsborough,4/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Alachua,4/26/2022,EA H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Alachua,4/26/2022,EA H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Brevard,4/26/2022,EA H5N1,Black vulture,Wild bird mortality 
Florida,Brevard,4/26/2022,EA H5N1,Black vulture,Wild bird mortality 
Florida,Duval,4/26/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Duval,4/26/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Duval,4/26/2022,EA H5N1,Black vulture,Wild bird mortality 
Florida,Duval,4/26/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
South Dakota,Clark,4/26/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality SD Game, Fish, and Parks"
Florida,Brevard,4/8/2022,EA H5N1,Royal tern,Wild bird mortality FFWCC
Florida,Brevard,4/8/2022,EA H5N1,Royal tern,Wild bird mortality FFWCC
Florida,Brevard,4/8/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Citrus,4/8/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Citrus,4/8/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Citrus,4/8/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Citrus,4/8/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Citrus,4/8/2022,EA H5,Black vulture,Wild bird mortality FFWCC
New York,Onondaga,4/15/2022,EA/AM H5N1,Wood duck,Wild bird mortality NYSDEC (6)
Wyoming,Johnson,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA/AM H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA/AM H5N1,Black-billed magpie,Wild bird mortality WY Game and Fish Department
Washington,Stevens,5/6/2022,EA H5N1,Bald eagle,Wild bird mortality WA Dept of Fish and Wildlife
Pennsylvania,Crawford,4/5/2022,EA H5N1,Redhead duck,Wild bird mortality PA Game Commission
Pennsylvania,Crawford,4/5/2022,EA H5N1,Bald eagle,Wild bird mortality PA Game Commission
Pennsylvania,Franklin,4/19/2022,EA/AM H5N1,Canada goose,Wild bird mortality PA Game Commission
Colorado,Grand,5/4/2022,EA H5N1,Turkey vulture,Wild bird mortality CO Parks & Wildlife
Colorado,Grand,5/4/2022,EA H5N1,Canada goose,Wild bird mortality CO Parks & Wildlife
Colorado,Jackson,5/3/2022,EA H5N1,Canada goose,Wild bird mortality CO Parks & Wildlife
Colorado,El Paso,4/8/2022,EA H5N1,Canada goose,Wild bird mortality CO Parks & Wildlife
Colorado,Routt,4/26/2022,EA H5,Canada goose,Wild bird mortality CO Parks & Wildlife
Colorado,Adams,4/26/2022,EA H5N1,Bald eagle,Wild bird mortality CO Parks & Wildlife
Colorado,Morgan,4/26/2022,EA H5N1,Turkey vulture,Wild bird mortality CO Parks & Wildlife
Colorado,Denver,4/19/2022,EA H5N1,Great horned owl,Wild bird mortality CO Parks & Wildlife
North Dakota,Mchenry,5/5/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
Wisconsin,Brown,5/5/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Wisconsin,Brown,5/5/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Wisconsin,Brown,5/5/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Minnesota,Olmsted,5/5/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Minnesota,Olmsted,5/5/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Minnesota,Olmsted,5/5/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Minnesota,Olmsted,5/5/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Illinois,Lake,5/5/2022,EA H5,Great horned owl,Wild bird mortality NWDP
Minnesota,Roseau,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Mille Lacs,5/5/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
North Dakota,Cass,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Illinois,Lake,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Illinois,Cook,5/5/2022,EA H5N1,Mallard,Agency harvest NWDP
Minnesota,Watonwan,5/5/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Minnesota,Wadena,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Minnesota,Brown,5/5/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Illinois,Lake,5/5/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Minnesota,St. Louis,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Hubbard,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Illinois,Peoria,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Kidder,5/9/2022,EA H5N1,Sharp-shinned hawk,Wild bird mortality NWDP
North Dakota,Burleigh,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
North Dakota,Kidder,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
North Dakota,Kidder,5/9/2022,EA H5N1,Northern harrier,Wild bird mortality NWDP
Ohio,Cuyahoga,5/4/2022,EA H5N1,Peregrine falcon,Wild bird mortality National Park Service/ODNR
Alaska,Aleutians West,5/2/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Wisconsin,Winnebago,5/6/2022,EA/AM H5N1,American white pelican,Wild bird mortality WI DNR/USGS (20)
Montana,Yellowstone,4/28/2022,EA/AM H5N1,Wild turkey,Wild bird mortality MT FWP/USGS (27)
Montana,Yellowstone,4/28/2022,EA/AM H5N1,Wild turkey,Wild bird mortality MT FWP/USGS (27)
Minnesota,Wilkin,4/7/2022,EA/AM H5N1,Snow goose,Wild bird mortality MN DNR/USGS (22)
Minnesota,Wilkin,4/7/2022,EA/AM H5N1,Snow goose,Wild bird mortality MN DNR/USGS (22)
Montana,Teton,4/21/2022,EA/AM H5N1,Snow goose,Wild bird mortality MT FWP/USGS (27)
Wyoming,Sheridan,5/13/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Alaska,Aleutians West,5/6/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Aleutians West,5/6/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Anchorage,5/6/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
New York,Monroe,5/13/2022,EA H5N1,Peregrine falcon,Wild bird mortality NYSDEC (6)
Nebraska,Lancaster,4/8/2022,EA/AM H5N1,Pelican (unidentified),Wild bird mortality NDA (9)
Wyoming,Johnson,4/15/2022,EA H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Michigan,Oakland,4/19/2022,EA H5N1,Wood duck,Wild bird mortality Michgan DNR
Michigan,Gladwin,4/19/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Hooded merganser,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Herring gull,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Saginaw,4/19/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Shiawassee,4/19/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Trumpeter swan,Wild bird mortality Michgan DNR
Michigan,Tuscola,4/19/2022,EA H5N1,Tundra swan,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Mute swan,Wild bird mortality Michgan DNR
Michigan,Oakland,4/19/2022,EA H5N1,Canada goose,Wild bird mortality Michgan DNR
Florida,Duval,4/19/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Wyoming,Park,4/19/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Park,5/13/2022,EA/AM H5N1,Peregrine falcon,Wild bird mortality WY Game and Fish Department
Montana,Fergus,5/6/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Cascade,5/6/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,5/6/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,5/6/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
